,sentence,hate,category
2498,ববি তো একটা ভালো পতিতা,1,entertainment
713,পাপন মাদারচুদ,1,sports
8403,জাতীয় বোকাচোদা,1,celebrity
2855,এই দারিয়ালা মাদারচোদ কে ওকে তো আমি কোনোদিনোও টিভিতে দেখি নাই,1,entertainment
4269,মিন্নি মাগী হইলো সব নাটেরগুরু ওর হাটা কেমন মনে হয় শুটিং করছে ওর স্বামীকে মারছে আর ও স্বাভাবিক থাকলো কেমন করে!! ওই জামাইকে মারাইছে ওর ফাঁসি চায় বাংলার মানুষ,1,crime
2908,নিচ তালা ভারা দিয়ে তো দোতালা করছে এবার নিচ তালা আর দোতালা ভারা দিয়ে কি তিন তালা করার সগ জাগছে একটা পুরাই একটা খানকি গাজ ভালো তো ফল ভালো আর কিছু বল্লাম না,1,entertainment
8080,কিরে বান্দির পুত তুই এখন কই থাকস,1,celebrity
4516,আরে বোকাসোদা আমার বালের অভিনয় করছত? বাস্তব এর কোনো মিল নেই,1,crime
1261,সাকিব এর বুক টা ফেটে যাচ্ছে ।।।আহ্ রে সালা চুতিয়া পাপন,1,sports
3160,এই কুত্তার বাচ্চা বিচারকরা ইন্ডিয়ান বিচারকদের দেখে শিখতে পারেনা কিভাবে পার্টিসিপেন্ট এর ব্যবহার করতে হয় এরাই অভিনয় জানেনা আবার আসছে এখানে,1,entertainment
970,তোর মা কে সবাই চোদে,1,sports
3912,সালা ঠিক মত ঠেলতে পারে না মিনিট পর মাল আউট হয়ে গেলো 😁 🤣🤣🤣🤣😂😅😂😅😂😅😂,1,crime
5198,মালে দরা কাইছে একন কান্না করে কেন মাগি,1,crime
8846,খানকির চেহারা দেখলেও সোনা খাড়ায়া যায়,1,"Meme, TikTok and others"
259,শালা পাপন তুই বেশি বারছো 🤬🤬,1,sports
3790,মাহী চুদা দেওয়া সময় মান সম্যানের কথা মনে ছিলো না আর তর মতো নষ্টা মাগীর হিজাব মানায় না,1,crime
9202,খানকি ব্যাটা তোরো দিন আসবে,1,"Meme, TikTok and others"
487,এই সব মাগীগো কোন লজ্জা শরম নাই। এদের ইজ্জতের কোন দাম নাই। এরা শুধুমাত্র নাম প্রচারের জন্য যে কারো সাথে বিছানায় যেতে পারে। এত ঘটনার পরেও মুখ দেখায় কিভাবে? এরা পতিতা।,1,sports
7907,আপনার মতো পা চাটা কুকুররা শান্ত থাকেন দেশে শান্তি থাকবে,1,celebrity
518,আই সি সি মুখে জুতা মার,1,sports
8342,মদ খা শূয়র।,1,celebrity
311,"সাব্বির খেলা পারে না শলা হারামজাদা
",1,sports
3231,তুই শালা দালাল,1,crime
7932,ষার একজন vvip মানে বুঝস? very very important person মদ খা মোরক্ষ চোদারা মদ খাবি মানুষ হবি শুঁটকি খাবি হড় হড় করে বমি করবি মোরক্ষ ছোদারা,1,celebrity
