sentence,hate,category
এই কুত্তার বাচ্চা বিচারকরা ইন্ডিয়ান বিচারকদের দেখে শিখতে পারেনা কিভাবে পার্টিসিপেন্ট এর ব্যবহার করতে হয় এরাই অভিনয় জানেনা আবার আসছে এখানে,1,entertainment
তোর মা কে সবাই চোদে,1,sports
সালা ঠিক মত ঠেলতে পারে না মিনিট পর মাল আউট হয়ে গেলো 😁 🤣🤣🤣🤣😂😅😂😅😂😅😂,1,crime
মালে দরা কাইছে একন কান্না করে কেন মাগি,1,crime
খানকির চেহারা দেখলেও সোনা খাড়ায়া যায়,1,"Meme, TikTok and others"
শালা পাপন তুই বেশি বারছো 🤬🤬,1,sports
মাহী চুদা দেওয়া সময় মান সম্যানের কথা মনে ছিলো না আর তর মতো নষ্টা মাগীর হিজাব মানায় না,1,crime
খানকি ব্যাটা তোরো দিন আসবে,1,"Meme, TikTok and others"
এই সব মাগীগো কোন লজ্জা শরম নাই। এদের ইজ্জতের কোন দাম নাই। এরা শুধুমাত্র নাম প্রচারের জন্য যে কারো সাথে বিছানায় যেতে পারে। এত ঘটনার পরেও মুখ দেখায় কিভাবে? এরা পতিতা।,1,sports
আপনার মতো পা চাটা কুকুররা শান্ত থাকেন দেশে শান্তি থাকবে,1,celebrity
আই সি সি মুখে জুতা মার,1,sports
মদ খা শূয়র।,1,celebrity
"সাব্বির খেলা পারে না শলা হারামজাদা
",1,sports
তুই শালা দালাল,1,crime
ষার একজন vvip মানে বুঝস? very very important person মদ খা মোরক্ষ চোদারা মদ খাবি মানুষ হবি শুঁটকি খাবি হড় হড় করে বমি করবি মোরক্ষ ছোদারা,1,celebrity
যে লোকটা অবাইদুল কাদেরের সাথে বেগম জিয়াকে তুলুনা করবে সে মানুষ না সে একটা গরু,1,politics
শালা হারামিরে কুত্তা দিয়া খাওয়ান উচিৎ,1,"Meme, TikTok and others"
বদমাইশি করবে তুমি আর তদন্ত করবে সাংবাদিক মাগি ব্যইমান ধুকাবাজ নিজ স্বামীর সাথে প্রতারক কারি কলঙ্কিত তুই তোমার তদন্ত করে তোমাকে শাস্তি দেয়া হবে তোমার কারণে আজ ডিসির জীবন ও তার পরিবারের জীবন শেষ হয়ে গেলো।,1,crime
